role_name;idPer;idObra;idPapel;
Susana;34273;1307;44112;
Presentadora;34273;1504;44959;
;34273;1934;46618;
Pepa;34273;2969;50083;
Herself;34274;291;37923;
Sonia;34274;1081;43438;
Eva;34274;1289;44073;
Mararía;34274;3751;53176;
Teresa;34274;3787;53934;
Blascos friend;34275;631;320;
Gurú;34275;887;8581;
Camarero;34275;1654;13365;
Amigo 3;34275;2666;19034;
OLis;34275;2998;21688;
Guardia Prisión;34275;3000;21743;
Lafuente;34275;3069;22366;
;34275;3282;23792;
Vendedor del hiper;34275;3740;26823;
Ricardo;34275;3850;27555;
León Zambrano;34275;3970;28154;
;34275;4064;28787;
Hombre Malo;34275;4547;30978;
Roberto;34275;4716;31668;
Réfor;34275;4789;32057;
Paulino;34275;4876;32540;
Pedro Luis;34275;5665;37111;
Zozo;34278;2477;18009;
;34279;1411;44473;
Joe Kane;34280;5143;34107;
Futbolista;34281;3472;25145;
Novia joven;34282;343;41157;
Hombre 2;34283;274;5052;
;34283;2949;21319;
;34286;2694;48899;
;34288;869;8434;
Desk clerk;34289;2245;16691;
Le concierge de lhôtel;34289;2245;16692;
M. Paulin;34289;3027;22029;
Mathias;34289;4668;31479;
;34290;2695;48904;
;34291;5137;57171;
;34293;2499;18196;
;34294;2177;16364;
;34295;3658;26262;
;34296;4859;32431;
Himself - Guest;34299;1684;1213;
Helenita;34300;2793;50519;
Himself;34302;3707;2334;
;34303;2899;49774;
;34303;3131;50855;
;34304;4072;2954;
;34306;5560;58364;
Babel petita;34307;4589;55524;
;34308;574;6755;
;34308;5358;35619;
Angustias mother;34310;3289;51354;
Niño;34311;1743;13974;
Orquesta Kiosco;34313;1788;14233;
Himself;34316;2299;16997;
Himself;34316;4844;32307;
;34317;2711;19275;
;34318;1312;10708;
Policeman;34318;2296;16905;
Policía;34318;2296;16906;
;34318;2841;20286;
;34318;3351;24291;
Álvaro;34318;3801;28456;
;34319;581;41898;
Tourist;34320;1443;44683;
Christine, the producer;34321;5220;57477;
Himself;34323;4140;29123;
Rygdon;34325;3281;2036;
;34326;2878;20712;
Johnny Sebanek;34327;382;5767;
;34328;3127;1983;
Tapu;34330;3842;27514;
Himself - Guest;34331;5051;3614;
Paco;34331;729;7692;
Marquez;34331;2294;16875;
Pablo;34334;1531;12469;
Young Man;34335;4158;29214;
Enrique;34336;311;133;
Cliente bar;34336;1113;9640;
Usillos;34336;1719;13874;
Policía;34336;1789;14294;
Cop 1;34336;2837;20278;
Cura;34336;3090;22550;
Cliente taxi;34336;3594;25773;
Taxista 1;34336;3850;27556;
Aparcacoches;34336;3875;27688;
Marido Infiel;34336;4018;28512;
Camarero;34336;4700;31585;
;34336;4980;33052;
;34336;5020;33270;
Themselves;34339;4122;29041;
;34340;1804;14428;
;34340;5083;33741;
Montse Costa;34341;1071;43411;
Ana;34341;2075;47141;
;34341;2490;48284;
Amalia;34341;3744;53137;
Obrera;34341;4656;55691;
;34343;968;43092;
;34344;4972;33014;
Extra;34346;1656;13384;
Pito de Oro;34346;4427;30529;
;34347;948;43061;
Dolly;34347;1401;44413;
Hijo;34350;3253;23576;
;34351;2878;49690;
Sra. Alsina;34351;3359;51667;
;34352;984;9031;
;34352;2644;18908;
;34353;2226;47504;
R.R.P.P.;34355;1305;10637;
;34355;2531;18380;
Himself - Host;34357;2023;1326;
;34358;3885;27770;
Bailarina Ballet de España;34360;1330;44219;
Plácido;34364;2096;16003;
;34364;2177;16365;
Novio jovencita;34365;1415;11417;
;34368;3949;2177;
Francesc Layret;34368;972;8914;
Aniceto;34368;1349;10923;
;34368;2674;19060;
Eusebio;34368;2844;20292;
;34368;3157;23021;
Cabrero;34368;3359;24382;
Manolo;34368;3641;26108;
Empleado de oficina de empleo;34368;5354;35595;
Detective 1;34368;5397;35887;
Sacerdote;34368;5656;37006;
Padre de José;34368;129;37641;
El ayudante;34369;3466;19798;
;34369;3158;23029;
Himself;34372;2299;16998;
Himself;34372;4844;32308;
Himself - Guest;34375;932;803;
Himself;34375;4905;3529;
Mariah Carey;34379;3853;39746;
Himself;34380;2897;1884;
Himself;34380;3707;2335;
;34381;2409;17625;
;34382;4881;2200;
;34382;219;4700;
;34382;335;5372;
Policeman - New Movie;34382;403;5895;
Luis Bertrán;34382;569;6713;
El tío;34382;617;7084;
Héctor Ross;34382;848;8348;
Fiscal;34382;972;8915;
Padre;34382;1768;14500;
Mohumar;34382;2117;16121;
Dr. Lewton Buchanan;34382;2220;16594;
Policía;34382;2409;17626;
Notario;34382;2738;19431;
1st Guard;34382;2739;19462;
Fran;34382;3466;19799;
;34382;2937;21186;
;34382;3102;22630;
;34382;3164;23075;
Francesc Rigau;34382;3216;23384;
;34382;3556;25523;
Presidente de la junta;34382;3571;25650;
Médico;34382;4147;29155;
Médico;34382;4896;32595;
Ginecólogo;34382;5397;35888;
;34382;104;37458;
Blanca;34384;1565;45238;
;34384;2870;49599;
Periodista #1;34384;5427;58101;
;34385;522;6447;
Susana;34386;2156;38237;
;34386;3845;39338;
;34387;809;42638;
Jerónima;34387;1462;44835;
Sacerdote;34388;529;6462;
Padre Salvador;34388;4775;31982;
Concha;34391;70;40464;
Velda;34391;793;42565;
Natalia;34391;2936;49939;
Amelia;34391;3050;50420;
Adela;34391;3244;51167;
Madre;34391;4258;54619;
Doña Sol;34391;4539;55436;
Margarita;34391;4828;56120;
Angel;34395;3766;2377;
Hostess;34397;158;37873;
Chico colegio;34398;2837;20279;
Rocky Chaparro;34400;65;2;
Jefe Capucheto;34400;2960;1901;
Rocky Vaporetto;34400;3016;1916;
Cantante;34400;3618;25929;
Himself;34400;3724;26618;
Enzo;34400;4232;29528;
Rocky Carambola;34400;4693;31548;
Tornicelli;34400;5197;34497;
Intérprete;34401;3053;50432;
;34401;3162;50963;
Azafata;34401;5197;57384;
Hospital Worker;34402;3022;22005;
Hermana de Luis;34404;3702;52964;
Begoña;34404;5309;59068;
;34405;945;8755;
Hombre Bajo;34406;4754;31849;
;34407;5382;35847;
Host;34408;2119;1388;
Host;34408;5453;3904;
Host;34408;5587;4011;
Himself - Host;34408;2637;4128;
Himself;34410;5218;34726;
Herself;34411;5218;57452;
Himself;34412;5218;34727;
Himself;34413;5218;34728;
Herself;34414;5218;57453;
Sacerdote;34415;4828;32209;
;34416;4136;29112;
Rodolfo;34417;63;4195;
Comandante;34417;160;4450;
;34417;817;8142;
;34417;1168;10091;
;34417;1462;11905;
;34417;1542;12715;
Director de penal;34417;1393;13678;
Miguel;34417;1919;15440;
;34417;2486;18047;
;34417;2828;20233;
Sr. Cortés;34417;3374;24450;
Granjero;34417;3534;25382;
General Serrano;34417;3873;27662;
;34417;3786;28384;
;34417;3791;28416;
;34417;4079;28893;
;34417;4136;29113;
;34417;4804;32148;
Coronel;34417;4923;32740;
;34417;4972;33013;
Herself;34418;568;38025;
Doctora hospital;34419;3129;50824;
;34420;3088;22509;
;34421;4911;32651;
;34422;3651;26228;
Maria Cariddi;34423;3127;39087;
Victorina Vidal;34423;375;41302;
Adelina;34423;529;41703;
The Virgin;34423;1051;43370;
Ana;34423;1069;43463;
Yoli;34423;1612;45439;
Goyita;34423;1743;45909;
Adoración;34423;1769;45972;
Niña Elisa;34423;1962;46778;
La Tacatún;34423;2064;47083;
Andrea;34423;3613;52600;
;34423;3916;53680;
Niña vasca;34423;4222;54512;
Carmen;34423;4538;55429;
Carmen Espinosa;34423;4765;55973;
Ángela;34423;5113;57089;
Catalina;34423;5457;58190;
Nieto de Melesio Sandoval;34424;1336;10995;
;34425;4554;31003;
Genoveva Sandoval;34427;1336;44301;
Enfermera;34428;405;41438;
Bailaora romería;34428;5644;58590;
Himself - Guest;34429;2353;1497;
Himself - Guest;34429;2360;1530;
Himself - Guest;34429;4494;3271;
Himself - Guest;34429;5034;3561;
Himself - Guest;34429;5618;4052;
Agente 2º;34431;4300;29773;
;34432;1328;10779;
Rocky;34432;2520;18315;
El matón;34435;4793;32066;
Himself;34436;2049;1357;
Oriol;34440;557;2138;
;34440;4750;2193;
;34440;1963;3035;
;34440;2907;20899;
;34440;3024;22373;
;34440;4943;32848;
Himself;34442;5218;34729;
;34447;4244;54576;
;34449;3613;52601;
Carlota;34450;3718;53061;
Tipo Gordo;34451;5420;35982;
Auxiliar de cámara;34452;5101;57029;
;34453;848;42822;
;34454;341;41143;
Diana;34455;214;40691;
;34455;2748;49096;
Celia;34455;3102;50744;
;34456;824;42714;
Raimunda;34456;1730;45877;
Shandrom;34456;2582;48584;
Cristina;34456;3384;51780;
Natalia;34456;1;58875;
Child;34456;122;58948;
Restralla;34457;2453;17950;
Monitor;34459;3076;22444;
Conserje escuela;34462;3427;24956;
;34463;1707;45812;
;34463;3780;53273;
Constructores;34464;1117;9689;
Guardián;34465;1670;13449;
;34465;1934;15246;
Cocinero;34465;3054;22192;
;34465;3630;26038;
Sepulturero;34465;3650;26208;
;34465;3727;26652;
Servicio de seguridad;34465;4656;31430;
;34467;4678;55847;
;34468;1351;10948;
Faurra;34469;552;6581;
Albanil;34469;711;8286;
Sgt. Moncada;34469;2827;20198;
Sixto;34469;4093;28985;
;34470;3405;51887;
;34471;3216;23385;
;34472;3172;51002;
Amigo 2 de Juan;34473;4801;32124;
;34474;2878;20713;
;34476;390;5798;
;34477;2893;20783;
;34478;1960;524;
José Rafael;34479;970;8937;
El Gorra;34480;390;5799;
Pablo;34480;476;6223;
Empleado Marsella;34480;579;6805;
;34480;1144;9900;
Agapito;34480;1176;10116;
Dueño del bar;34480;1242;10379;
;34480;1438;11640;
;34480;2803;19987;
;34480;2917;20972;
;34480;3157;23022;
;34480;3275;23749;
Padre de Marina;34480;3285;23812;
Espectador;34480;3317;24008;
Alsina;34480;3359;24383;
Hombre velatorio 5;34480;3550;25480;
;34480;3651;26229;
Esteve;34480;3863;27584;
General;34480;3873;27663;
Funcionario del reformatorio;34480;4394;30340;
Don Matías;34480;4849;32324;
Pepe;34480;4896;32596;
;34480;5059;33638;
Don Marcial;34480;5424;36005;
El chivo;34480;5576;36515;
Patrón taller;34480;5465;36627;
;34480;36;37332;
Manolo;34480;129;37642;
;34481;3102;50745;
;34482;2691;38981;
;34482;581;41899;
;34482;1551;45102;
;34482;3175;51010;
Encarna;34482;4765;55974;
Juanita;34483;1730;45878;
;34483;1985;46874;
Psiquiatra;34484;3641;26109;
Paciente jugador de póquer;34484;4086;28910;
Peter;34484;5368;35687;
Dancer at Salón Los Ángeles;34485;1150;43789;
;34486;3439;52068;
Contrabandista;34487;3779;27125;
Rafael;34489;3065;22316;
;34489;4627;31301;
Profesor;34489;5581;36547;
Agente Inteligencia;34491;4220;29407;
Milady;34492;2305;47840;
Estudiante I;34493;352;41204;
Herself - Guest;34496;446;37971;
;34497;2878;49691;
Pedro Niño;34499;3076;22445;
Trompetista;34500;4923;32741;
Herself;34501;1375;38619;
Monja Alferez;34502;889;8664;
;34503;2311;38809;
;34503;1985;46875;
;34503;3017;50295;
Child;34503;3439;52069;
Cabo;34504;2305;17046;
2º. Ballet;34505;1416;11442;
Empleado;34505;4401;30407;
Himself;34506;3587;25732;
;34507;2409;17627;
Portavoz sudamericano;34508;352;5529;
;34509;736;38101;
Rosa;34510;4423;55163;
Pijo;34511;2963;21408;
Bailarina;34512;5028;56856;
;34516;3528;25367;
Chica radio;34517;366;41266;
Miguel Montoya;34518;3959;28028;
Músico 2º;34522;7;37169;
Portero;34523;5388;684;
Toñín;34523;279;5126;
El Municipal;34523;504;6367;
Camarero-Ginecólogo;34523;508;6423;
Mozo 2;34523;2666;19035;
El empleado del autobús;34523;3809;27317;
Doctor 2;34523;5193;34435;
Juana la Loca;34524;979;8982;
;34525;3262;23668;
;34526;2609;18738;
Harrys Henchman;34526;3669;19937;
Hitman;34526;4883;32559;
Himself;34527;5218;34731;
Herself - Guest;34528;5482;40349;
Himself;34530;5218;34730;
;34531;1655;13373;
;34533;2616;18801;
Ángela a los 5 años;34535;3633;52704;
;34536;2375;17425;
Veteranus;34538;544;6520;
;34538;543;6522;
García;34538;972;8916;
Manolo;34538;1089;9517;
;34538;1647;13347;
Ivan;34538;1794;14326;
Chummy;34538;2096;16004;
;34538;3102;22631;
;34538;3186;23207;
Pipper;34538;3317;24009;
Avelino;34538;3607;25837;
Sánchez;34538;4086;28911;
Camello;34538;4390;30293;
Párroco;34538;4390;30294;
Julián;34538;4393;30372;
;34538;4554;31004;
Portero;34538;5354;35596;
Veterano;34538;5434;36038;
;34539;1884;38688;
Marguerite;34539;3442;39165;
Herself - Special Guest;34539;102;40431;
Ana;34539;493;41611;
Dolores;34539;640;42086;
Srta. Laura;34539;929;43017;
;34539;1031;43277;
;34539;1419;44567;
Natalia;34539;1565;45239;
;34539;1630;45540;
Amparo;34539;1644;45595;
;34539;2252;47611;
Evelyn;34539;2317;47859;
Gloria;34539;2486;48270;
Linda Wilson;34539;2812;49406;
;34539;2937;49956;
Ángela;34539;2969;50084;
;34539;2979;50113;
Teresa;34539;3191;51050;
Elke Ackerman;34539;3356;51634;
Mujer de la discoteca;34539;3596;52545;
Mima;34539;3598;52557;
Yuli Montero;34539;3686;52930;
;34539;3998;53898;
Mercè;34539;4024;54037;
Maite, La Quitapenas;34539;4068;54178;
Claudia;34539;4439;55189;
Pilar;34539;4654;55839;
Isabel;34539;4815;56101;
Marga;34539;5174;57305;
Silvia Tortosa;34539;5427;58102;
;34539;5480;58216;
Lolita;34539;5596;58435;
Pili;34539;31;58826;
Oficial Torpedos;34540;2181;16408;
;34541;2363;1542;
;34541;5616;4040;
;34541;255;4955;
Xefe;34541;379;5738;
;34541;420;5968;
;34541;473;6176;
Cazorla;34541;504;6368;
;34541;694;7479;
Luis;34541;847;8341;
Simón;34541;1019;9122;
Daniel;34541;1525;12398;
Vendedor;34541;1763;14061;
Damián;34541;2305;17047;
Chico;34541;2424;17706;
Pedro;34541;3801;28457;
Fran;34541;4166;29225;
;34541;4566;31102;
Vendedor;34541;4857;32426;
Simón;34541;5396;35878;
;34541;6;37142;
Jordi;34542;4072;2955;
;34542;258;4959;
Dr. Timothy Curry;34542;1360;11037;
;34542;1744;13998;
;34542;1975;15568;
;34542;2375;17426;
Sculptor;34542;2382;17466;
;34542;2616;18802;
;34542;2937;21187;
Toni;34542;3633;26064;
Hombre en la tienda de animales;34542;3703;26550;
;34542;4927;32782;
Cazador;34542;5326;35391;
Ayt. Holmes;34543;2520;18316;
;34544;3466;49259;
Vivazza;34545;4705;31621;
Himself;34547;2299;16999;
Dancer: Grupo Cané;34548;2299;47800;
Dancer;34549;5048;56896;
Giuseppe Rossini;34551;4705;31622;
Baby;34553;2874;49646;
CIA Operative;34554;5146;34153;
Second Fascist;34555;4360;30082;
Himself;34556;3668;19927;
;34558;2053;47001;
Himself - Host;34560;741;396;
;34561;3350;24268;
;34561;3588;25739;
Socio de Juan;34561;4922;32717;
Dancer;34562;5048;33577;
;34564;418;41478;
Luis;34565;561;6661;
Rogello;34566;2827;20199;
Davids Son;34567;5504;36634;
Alicia;34568;1121;43613;
;34568;1647;45599;
;34568;1873;46430;
Secretaria 1;34568;2491;48299;
;34568;2662;48784;
;34568;2936;49940;
Dolores;34568;3334;51530;
Alumna;34568;3356;51635;
;34568;3380;51752;
;34568;3439;52070;
Macarena;34568;3591;52526;
;34568;3614;52605;
;34568;3869;53509;
Marta;34568;4577;55515;
Dolores;34568;5650;58626;
;34568;19;58802;
;34569;2850;49530;
Doroteo;34570;4775;31983;
Marta;34571;1351;44281;
Cavewoman #1;34572;3356;51636;
Rita;34574;2574;48543;
Duro 3;34575;579;6806;
Washington Sánchez;34575;3700;26527;
Venedor;34575;3808;27285;
Hermano Blanco Sol;34575;4896;32597;
;34578;3190;23228;
Taxi Driver;34581;791;7974;
Husband;34581;4014;28363;
Arja;34582;3452;52107;
Himself;34586;5218;34732;
Padre;34587;3932;27924;
;34591;4975;7;
Predicador;34591;507;6386;
;34591;3158;23030;
Wang;34592;5219;34779;
Himself;34597;1590;13024;
Teenager 2;34598;4908;32646;
Un homme daffaires;34600;3425;19951;
Nazi;34601;5237;34874;
;34602;2454;17971;
Paparazzi;34603;5302;35236;
Evelyn Thomas;34604;3105;40420;
Paul;34605;776;7882;
Ramona;34606;2086;47160;
;34610;855;734;
Witness for Peace;34613;791;42558;
Carlin;34615;903;791;
Gabriel;34616;1365;1142;
;34617;3069;50604;
Campesino;34618;418;5960;
Niño;34620;2769;19615;
Le savant allemand;34621;1317;10751;
Herself;34623;3668;49343;
;34624;5297;57690;
Herself;34625;4693;55759;
;34626;4365;30119;
;34627;2923;49858;
;34629;804;8035;
Soldier;34630;4121;4154;
Boyfriend;34630;2661;19005;
Intrus;34630;2999;21703;
;34632;167;4530;
Cliente;34632;1133;9804;
;34632;1798;14393;
;34632;2826;20187;
;34632;2949;21320;
Electricista;34632;3698;26491;
;34632;4246;29563;
;34632;4322;29891;
;34632;4772;31956;
;34633;756;423;
Grupo fachas;34634;1415;11418;
Sargento;34634;1990;15650;
Recepcionista hotel 5 estrellas;34634;4962;32936;
Policía coche 1;34634;5019;33251;
Doctora;34635;2598;48655;
;34635;5244;57666;
;34636;1356;44292;
Marta;34636;2890;49724;
Joven pecosa;34636;4946;56522;
Mónica;34636;5280;57628;
;34636;5244;57667;
Agente SIM;34637;4220;29408;
Adm. Sir Hugh Palliser;34638;773;714;
Mr. Green;34639;5003;33136;
;34640;359;41239;
;34641;3017;50296;
;34642;3608;25852;
Doctor;34643;2408;17585;
Co-host;34644;2467;1663;
;34646;4038;54062;
;34647;4414;55126;
Himself;34648;680;42196;
;34649;450;229;
;34649;5228;1556;
;34649;4072;2956;
;34649;4802;3484;
;34649;5332;3874;
;34649;5545;3972;
;34649;564;6696;
Dr. Pratmarsó;34649;1681;13515;
;34649;2103;16054;
;34649;2375;17427;
;34649;2913;20955;
;34649;2937;21188;
Portero;34649;3117;22690;
;34649;3216;23386;
;34649;3651;26230;
Capmany;34649;3875;27689;
;34649;3960;28044;
;34649;4467;30741;
;34649;4557;31037;
;34649;5083;33742;
;34649;5393;35854;
;34649;5411;35940;
;34649;104;37459;
Cliente del bar;34650;2899;20859;
Boni;34651;4401;30408;
Losano;34652;2827;20200;
Chilo;34653;4605;3372;
;34654;982;9015;
Pare;34655;1055;9338;
Brillantina;34655;2419;17795;
Policia 1;34655;4296;29735;
Nana;34656;3289;51355;
;34657;1433;11597;
OPA Announcer;34657;1938;15207;
;34658;2061;15847;
;34660;698;7570;
;34661;3619;25956;
Bailarín Ballet de España;34662;1330;10849;
Eva;34663;3850;53483;
Vocal Trio;34665;3823;53413;
;34666;4041;28672;
Muriel;34668;3715;52996;
Loncle Irvin;34671;2874;20544;
;34673;5512;36301;
Peter;34675;92;4288;
Abogado;34675;1116;9666;
;34675;1240;10357;
;34675;2912;20944;
;34675;3102;22632;
Carlos Romero;34675;3317;24010;
Félix;34675;3863;27585;
Veterinario;34675;4394;30341;
Dijon;34675;5576;36516;
;34676;2803;19988;
;34677;481;6275;
;34677;1463;11926;
Juan José Agudo;34677;1393;13679;
Jardinero;34677;2034;15779;
Pedro;34677;2270;16823;
Pacho;34677;2488;18076;
Mariano;34677;2711;19276;
Borracho;34677;2918;20986;
Kinki;34677;3149;22937;
Cartujano;34677;3244;23502;
Julio;34677;3329;24130;
Toni;34677;4365;30120;
Sendra;34677;4863;32463;
;34677;5111;33876;
Gato;34677;5203;34557;
Arturo Rico;34677;5293;35181;
Rector;34678;1875;14961;
León Maderos;34680;546;6541;
;34680;1152;10015;
;34680;1993;15656;
Emir Ahmed Kalmahan;34680;2869;20434;
Saul Winston;34680;3551;25487;
;34680;5510;36293;
;34680;5586;36551;
Pensionista;34682;3896;27836;
Bit Part;34684;4053;28736;
Vecina;34686;5644;58591;
Queen;34689;2412;48104;
Marianne;34690;2950;50009;
Dr. Anna Miller;34692;2649;48756;
Rachel;34692;3139;50878;
Nit dAigle;34693;2872;20486;
Prostituée;34694;3400;51869;
Teenager;34696;1050;9314;
Mrs. Bully;34698;3395;51820;
;34700;293;5191;
Bob;34701;3798;27179;
Just Married Boy;34701;5643;36891;
Ted;34702;2997;21667;
Rom;34702;3474;25173;
;34702;5026;33464;
;34704;279;5127;
Chico imprenta;34704;366;5630;
;34704;2216;16570;
Espectador Cine;34704;3618;25930;
;34704;5020;33271;
;34706;3165;23081;
;34706;4290;29724;
Anthropologist;34706;4964;32979;
;34706;5157;34207;
Cura;34706;5219;34780;
Chico colegio;34708;2837;20280;
;34709;3734;53085;
Himself;34710;2240;16666;
Himself;34710;3668;19928;
Cartomancienne;34713;2771;49187;
Niña;34714;352;41205;
;34715;5400;40327;
Madre;34715;744;42383;
;34715;2264;47647;
Muchacha escuálida;34715;3714;53017;
Trujillo;34715;4036;54393;
;34717;4038;28645;
Himself;34718;4568;3337;
;34719;1266;38593;
Mujer velatorio 1;34719;434;41524;
;34719;2859;49564;
;34719;3791;53947;
;34719;4149;54372;
Juliette;34719;4270;54647;
;34720;803;42601;
José;34723;129;37643;
;34724;956;8802;
Locutor Noti Cuba;34725;4220;29409;
;34728;4020;28528;
Himself;34731;758;7798;
Himself;34732;5182;3801;
;34733;1931;46575;
;34734;3889;27788;
;34735;5071;33727;
;34736;5669;37118;
;34738;604;6991;
DArtagnans Mother;34739;1142;38506;
François;34740;1142;38507;
;34741;5287;3848;
;34741;2413;17667;
Son of the killed Persian;34741;5071;33728;
;34742;777;42473;
;34743;3203;3505;
Priest;34743;1681;13516;
Ferran;34743;2878;20714;
;34743;3102;22633;
;34743;3373;24436;
;34743;4183;29240;
Iván;34743;5465;36628;
;34744;645;42107;
;34744;675;42186;
;34744;2061;47043;
;34744;3131;50856;
Viejecita;34744;3524;52281;
;34744;4467;55287;
Portera;34744;4589;55525;
Teresina;34744;5376;57951;
;34744;5312;59093;
Gonzalezs Mother;34745;5128;57130;
Gregoire;34747;2645;18931;
Sacerdote Confesor;34749;4093;28986;
;34751;2757;19568;
Bárbara;34754;1556;45137;
Waldo;34757;3842;27515;
;34759;5656;58667;
Criada Judía;34760;3037;50372;
;34761;4853;32408;
Flash;34762;2997;21668;
Doubleday;34762;5602;36703;
Chico 1;34764;324;5318;
Jack;34765;1193;10158;
Revisor;34767;837;8244;
Philippe;34767;3027;22030;
Dancer: Grupo de Baile Marche Esperanza;34768;2299;47801;
Luis;34769;1693;13744;
;34769;1795;14333;
Acs;34769;2370;17369;
;34769;3785;28376;
;34770;3916;27895;
Reporter;34772;2412;17656;
Go-go;34774;2296;16907;
;34776;695;7539;
Carmelo;34776;790;7944;
Antonio González García;34776;845;8325;
;34776;1410;11336;
Ignacio Valdés;34776;1431;11555;
;34776;1713;13820;
Alberto;34776;1839;14697;
;34776;2513;18269;
Roberto González;34776;2885;20763;
Fernando;34776;3733;26745;
Sergio;34776;3824;27425;
Álvarez;34776;3876;27702;
Presidente comunidad;34776;3894;27830;
;34776;5520;36351;
Secretario;34777;3744;26882;
Island girl;34778;3842;53456;
New cinema spectator;34779;403;5896;
Tupaia;34780;773;715;
Eloísa;34781;764;42453;
Ana;34781;3806;53344;
Lucille;34781;4622;55615;
;34781;5059;56931;
Cardinale Spinosi;34782;3401;19744;
;34784;351;41162;
;34784;1627;45526;
Gazpacho;34790;3537;2256;
Mr. Fool;34790;3945;2911;
Supereñe;34790;5022;3815;
;34792;4873;56320;
Josephina;34793;843;42232;
;34793;2586;48613;
The Nun at the toilet;34793;3669;49349;
La concierge;34794;2872;49612;
Tipo pelea 1º;34795;3799;27195;
Jane Hopper;34797;427;41497;
Sombra;34798;3395;51821;
Eileen;34800;791;42559;
Chica cine;34802;1990;46898;
Hippie;34802;2103;47224;
Old cinema spectator;34803;403;5897;
;34804;5312;37843;
Carmen;34805;3198;51079;
TV technician 1;34806;3965;28109;
Impresario Cera;34807;4705;31623;
;34808;2988;50149;
Farruco;34809;3146;22899;
Marta;34810;2617;48700;
Boy #1;34811;2617;18838;
Tuccio;34812;2617;18839;
Chica #3;34813;4327;54830;
Alice Fletcher;34816;5003;56684;
Hombre del puro;34817;5218;34733;
;34819;104;58893;
;34821;2949;21321;
;34822;2392;48051;
;34823;2565;18482;
Benedito;34827;3566;25603;
Celine;34829;2303;47817;
Garrison;34830;5602;36704;
Childrens theatre group;34831;4801;32125;
Dancer;34832;5048;56897;
Maderero 1;34834;729;7695;
Himself;34838;3098;22596;
Falangista;34839;343;5433;
Juanito;34839;372;5658;
;34839;626;7110;
Rudy;34839;1917;15429;
;34840;2899;20860;
;34841;2586;18581;
Il maresciallo;34841;4372;30167;
;34842;1071;9398;
Policia 2;34843;3241;23867;
;34844;1871;46425;
Olga;34845;2402;38866;
;34846;5287;3849;
Tobias;34848;5225;3812;
Luis Zambrano;34849;1566;12829;
;34850;560;6638;
;34850;4655;31400;
Entrevistador;34851;143;4365;
Secretario Obispo;34851;343;5434;
;34851;3004;21802;
Julen;34852;2052;1366;
Oyente programa de radio;34852;847;8342;
Camarero Casino;34853;1131;9778;
Camarero Restaurante Afueras;34853;1131;9779;
Cliente Louis Vuitton;34853;1131;9780;
Cerezo;34853;965;9854;
;34853;3655;26237;
Cura;34853;4866;33364;
Laura Pausini;34854;3853;39747;
;34855;477;6246;
Ramirez;34855;1366;11107;
;34855;1697;13600;
;34855;2139;16173;
;34855;2736;19419;
The Man;34855;4706;31628;
;34858;3517;52253;
Police Officer;34859;5296;35206;
Dependiente de la tienda de fotos;34860;453;6118;
Waiter;34860;3289;23889;
;34864;3823;27399;
;34866;5365;57894;
Leonor;34867;3439;52071;
Herself;34867;3660;52832;
;34868;390;5800;
Kellerman;34869;922;8674;
Sr. Perelló;34869;4511;30921;
;34869;4697;31571;
;34870;476;6224;
Azaña;34870;972;8917;
Doctor;34870;1242;10380;
Profesor;34870;1438;11641;
Hombre generoso;34870;2899;20861;
;34870;2929;21071;
Lama;34870;3028;22041;
Pujol;34870;3248;23537;
;34870;5339;35503;
;34871;1872;14940;
;34872;1503;44951;
;34872;3315;51403;
Neighbor;34873;3022;22006;
Julio;34874;1508;1165;
Camarero;34874;216;4696;
Ángel;34874;3332;24143;
Quiroga;34874;3633;26065;
Julio;34874;3778;27107;
Alberto;34874;3839;27493;
Javi;34874;3850;27557;
Pablo;34874;4672;31485;
;34875;476;6225;
;34875;4374;30180;
;34877;3121;22706;
Himself;34878;2208;1425;
;34879;1320;10755;
Himself;34879;2;37365;
;34880;1031;9211;
;34881;1320;10756;
Espectador;34885;2975;21528;
;34886;2949;21322;
Eric Plummer;34889;721;7631;
Drug Clarle;34889;1144;9901;
Jill;34890;1929;46766;
Mall Guard;34892;427;6014;
Distraught Man;34892;555;6605;
Water Truck Driver;34892;2399;17511;
Borracho;34893;1125;9744;
Fotógrafo;34893;1777;14130;
;34894;257;37664;
Maribel;34895;1563;45225;
;34896;5482;3933;
Polish Driver;34897;592;6941;
Monja;34898;3627;52675;
;34902;560;6639;
Herself;34903;2208;38789;
Romy;34903;3281;39120;
Herself;34904;2208;38790;
Abel;34905;2402;1589;
;34905;89;4280;
Obrero;34905;343;5435;
Padre;34905;2935;21122;
Pelos;34905;4317;29866;
Alberto;34905;4754;31850;
;34905;4778;31988;
Atracador;34905;4866;33365;
;34905;5303;35242;
Carmelo;34905;5457;36155;
Juan;34905;5457;36156;
Ragotin;34906;1332;10800;
Pastor;34906;3000;21744;
;34907;341;5413;
Nicolás;34907;1250;10490;
Niño;34907;1793;14318;
Himself;34908;2208;1426;
;34910;5162;34285;
Niño;34912;4273;29675;
;34916;1210;43881;
;34916;1337;44313;
;34916;1431;44616;
;34916;4329;54812;
;34916;4862;56262;
Silvia;34916;4726;56751;
;34916;5383;57978;
Luis Sepúlveda;34917;1566;12830;
Lesbiana;34918;2055;47031;
Policeman 3;34919;1506;12232;
;34920;2583;18553;
Pintor Galeria;34925;859;8375;
